src_ip,relative_time,iat_mean,iat_std,jitter,pps,byte_rate,avg_pkt_size,flow_duration,syn_count,ack_count,protocol_type,sidp_entropy,dpdi_entropy,label
10.1.1.8,2.122805,0.34338350000000006,0.3331894999999998,0.6663789999999996,3.0,422.0,140.66666666666666,0.6867670000000001,1,2,1,0.0,0.0,0
10.1.1.25,2.208982,0.04529000000000005,0.02717299999999989,0.05434599999999978,3.0,372.0,124.0,0.0905800000000001,1,1,1,0.9182958340544894,0.9182958340544894,0
10.1.1.14,2.28615,0.19999999999999987,2.0955000055363631e-16,4.440892098500626e-16,4.0,1248.0,312.0,0.5999999999999996,0,4,1,0.0,0.0,0
10.1.1.26,2.300982,0.18356733333333342,0.19256652436726598,0.21978449999999983,4.0,542.0,135.5,0.5507020000000002,1,1,1,1.5,1.5,0
10.1.1.21,2.36124,0.24,2.220446049250313e-16,4.440892098500626e-16,3.0,786.0,262.0,0.48,0,3,1,0.0,0.0,0
10.1.1.27,2.403018,0.048581500000000055,0.033491499999999785,0.06698299999999957,3.0,372.0,124.0,0.09716300000000011,1,1,1,0.9182958340544894,0.9182958340544894,0
10.1.1.5,2.4730090000000002,0.20061149999999994,0.12613649999999987,0.25227299999999975,3.0,532.0,177.33333333333334,0.4012229999999999,0,2,1,0.9182958340544894,0.9182958340544894,0
10.1.1.28,2.509009,0.045069000000000026,0.02498699999999965,0.0499739999999993,3.0,372.0,124.0,0.09013800000000005,1,1,1,0.9182958340544894,0.9182958340544894,0
10.1.1.29,2.604991,0.04706449999999984,0.02993850000000009,0.05987700000000018,3.0,372.0,124.0,0.09412899999999969,1,1,1,0.9182958340544894,0.9182958340544894,0
10.1.1.30,2.701991,0.04896049999999996,0.03578950000000014,0.07157900000000028,3.0,372.0,124.0,0.09792099999999992,1,1,1,0.9182958340544894,0.9182958340544894,0
10.1.1.31,2.807082,0.04636600000000013,0.029248000000000163,0.058496000000000326,3.0,372.0,124.0,0.09273200000000026,1,1,1,0.9182958340544894,0.9182958340544894,0
10.1.1.6,3.025895,0.0963848,0.06251507916143118,0.11219111111111113,11.0,1990.0,180.9090909090909,0.963848,0,5,0,0.9940302114769566,0.9940302114769566,0
10.1.1.13,3.046328,0.197805,0.11000241081676354,0.10017700000000011,5.0,1000.0,200.0,0.79122,0,1,0,1.370950594454669,1.370950594454669,0
10.1.1.15,3.075037,0.1333333333333333,0.07266771521491198,0.036680400000000016,7.0,1896.0,270.85714285714283,0.7999999999999998,0,1,0,1.1488348542809168,1.1488348542809168,0
10.1.1.21,3.08124,0.2254529999999999,0.07690592702126424,0.11649600000000045,5.0,1192.0,238.4,0.9018119999999996,0,4,1,0.7219280948873623,0.7219280948873623,0
10.1.1.14,3.08615,0.15999999999999998,0.07376960467834974,0.09040450000000022,6.0,1704.0,284.0,0.7999999999999998,0,5,1,0.6500224216483541,0.6500224216483541,0
10.1.1.8,3.098944,0.4164070000000002,0.2524069999999996,0.5048139999999992,3.0,484.0,161.33333333333334,0.8328140000000004,0,0,0,0.9182958340544894,0.9182958340544894,0
10.1.1.9,3.143106,0.08312649999999988,0.0729335000000002,0.1458670000000004,3.0,398.0,132.66666666666666,0.16625299999999976,1,1,1,0.9182958340544894,0.9182958340544894,0
10.1.1.22,3.201725,0.4012229999999999,0.0,0.0,2.0,388.0,194.0,0.4012229999999999,0,2,1,0.0,0.0,0
10.1.1.20,3.299365,0.6381389999999998,0.0,0.0,2.0,382.0,191.0,0.6381389999999998,0,0,0,1.0,1.0,0
10.1.1.12,3.39727,0.10666666666666676,0.02472354279269512,0.04233250000000033,4.0,792.0,198.0,0.3200000000000003,0,1,0,1.5,1.5,0
10.1.1.7,3.44615,0.16400000000000015,0.0,0.0,4.0,776.0,194.0,0.49200000000000044,0,4,1,0.0,0.0,0
10.1.1.10,3.8028630000000003,0.011032999999999404,0.0,0.0,2.0,228.0,114.0,0.011032999999999404,1,1,1,0.0,0.0,0
10.1.1.22,4.004171,0.24738649999999973,0.15383650000000015,0.3076730000000003,3.0,532.0,177.33333333333334,0.49477299999999946,0,2,1,0.9182958340544894,0.9182958340544894,0
10.1.1.4,4.053047,0.4013985,0.00017550000000010613,0.00035100000000021225,3.0,510.0,170.0,0.802797,0,0,0,0.0,0.0,0
10.1.1.6,4.058894,0.11773028571428577,0.042414841131425615,0.029420499999999777,8.0,1408.0,176.0,0.8241120000000004,0,2,0,0.8112781244591328,0.8112781244591328,0
10.1.1.15,4.075037,0.12410971428571431,0.05844399333602416,0.06773700000000045,8.0,2424.0,303.0,0.8687680000000002,0,5,1,0.954434002924965,0.954434002924965,0
10.1.1.12,4.091033,0.1437512,0.14426286103276878,0.14684275000000002,6.0,1132.0,188.66666666666666,0.718756,1,4,1,0.6500224216483541,0.6500224216483541,0
10.1.1.8,4.095758,0.13666666666666671,0.04494451142859995,0.04868640000000024,7.0,1214.0,173.42857142857142,0.8200000000000003,0,1,0,0.5916727785823274,0.5916727785823274,0
10.1.1.26,4.101024,0.26748199999999994,0.18617286689705,0.19850900000000005,4.0,726.0,181.5,0.8024459999999998,0,3,1,0.8112781244591328,0.8112781244591328,0
10.1.1.7,4.10215,0.11019883333333332,0.07427303294695096,0.09320699999999996,7.0,1310.0,187.14285714285714,0.6611929999999999,0,5,1,0.8631205685666311,0.8631205685666311,0
10.1.1.13,4.138079,0.31999999999999984,4.440892098500626e-16,8.881784197001252e-16,3.0,696.0,232.0,0.6399999999999997,0,3,1,0.0,0.0,0
10.1.1.20,4.1772,0.17999999999999994,0.06197288053657046,0.04731266666666686,5.0,1096.0,219.2,0.7199999999999998,0,0,0,0.7219280948873623,0.7219280948873623,0
10.1.1.27,4.203459,0.7960980000000006,0.0,0.0,2.0,338.0,169.0,0.7960980000000006,0,1,1,1.0,1.0,0
10.1.1.21,4.223052,0.17999999999999994,0.08055472734731371,0.06533800000000027,5.0,1192.0,238.4,0.7199999999999998,0,4,1,0.7219280948873623,0.7219280948873623,0
10.1.1.11,4.300086,0.07126799999999989,0.06107400000000052,0.12214800000000103,3.0,422.0,140.66666666666666,0.14253599999999977,1,2,1,0.0,0.0,0
10.1.1.28,4.383438,0.4012229999999999,0.0,0.0,2.0,340.0,170.0,0.4012229999999999,0,0,0,0.0,0.0,0
10.1.1.31,4.437669,0.5171350000000006,0.0,0.0,2.0,388.0,194.0,0.5171350000000006,0,2,1,0.0,0.0,0
10.1.1.23,4.598944,0.03458699999999926,0.0,0.0,2.0,338.0,169.0,0.03458699999999926,0,1,1,1.0,1.0,0
10.1.1.6,5.047006,0.07243219999999999,0.04476790657111427,0.0564955555555556,11.0,1964.0,178.54545454545453,0.7243219999999999,0,5,0,1.3485878960124225,1.3485878960124225,0
10.1.1.3,5.055333,0.04466500000000018,0.0,0.0,2.0,338.0,169.0,0.04466500000000018,0,1,1,1.0,1.0,0
10.1.1.15,5.094067,0.09441533333333336,0.04995077719337537,0.10052400000000017,10.0,3000.0,300.0,0.8497380000000003,0,5,0,1.0,1.0,0
10.1.1.13,5.098079,0.12799999999999995,0.11422500523615661,0.1597092499999997,6.0,1132.0,188.66666666666666,0.6399999999999997,1,4,1,0.6500224216483541,0.6500224216483541,0
10.1.1.28,5.09926,0.008722999999999814,0.0,0.0,2.0,288.0,144.0,0.008722999999999814,0,0,2,0.0,0.0,0
10.1.1.14,5.131562,0.27831733333333347,0.25810145679730073,0.36847099999999955,4.0,980.0,245.0,0.8349520000000004,1,0,0,0.8112781244591328,0.8112781244591328,0
10.1.1.20,5.1372,0.2399999999999999,4.1879352940185727e-16,8.881784197001252e-16,4.0,952.0,238.0,0.7199999999999998,0,0,0,0.0,0.0,0
10.1.1.4,5.199364,0.22928799999999994,0.16815500000000005,0.3363100000000001,3.0,484.0,161.33333333333334,0.4585759999999999,0,0,0,0.9182958340544894,0.9182958340544894,0
10.1.1.25,5.234048,0.401224,0.0,0.0,2.0,388.0,194.0,0.401224,0,2,1,0.0,0.0,0
10.1.1.11,5.262941,0.6362060000000005,0.0,0.0,2.0,338.0,169.0,0.6362060000000005,0,1,1,1.0,1.0,0
10.1.1.5,5.272688,0.200612,0.17417999999999934,0.34835999999999867,3.0,532.0,177.33333333333334,0.401224,0,2,1,0.9182958340544894,0.9182958340544894,0
10.1.1.7,5.276523,0.13119999999999993,0.042850294005992565,0.05278950000000027,6.0,1114.0,185.66666666666666,0.6559999999999997,0,5,1,0.6500224216483541,0.6500224216483541,0
10.1.1.31,5.399391,0.11397000000000013,0.0,0.0,2.0,338.0,169.0,0.11397000000000013,0,1,1,1.0,1.0,0
10.1.1.8,5.461434,0.10933333333333344,0.05956897085638543,0.12426500000000029,4.0,726.0,181.5,0.3280000000000003,0,3,1,0.8112781244591328,0.8112781244591328,0
10.1.1.2,5.54289,0.39205000000000023,0.0,0.0,2.0,282.0,141.0,0.39205000000000023,0,1,0,1.0,1.0,0
10.1.1.18,5.741205,0.03701799999999977,0.0,0.0,2.0,364.0,182.0,0.03701799999999977,0,1,0,1.0,1.0,0
10.1.1.25,6.036495,0.21520624999999982,0.1581796440686588,0.30392466666666734,5.0,922.0,184.4,0.8608249999999993,0,3,1,0.9709505944546688,0.9709505944546688,0
10.1.1.13,6.058079,0.21333333333333324,0.12308934846507039,0.13956750000000007,4.0,840.0,210.0,0.6399999999999997,0,3,1,0.8112781244591328,0.8112781244591328,0
10.1.1.4,6.059973,0.22175349999999994,0.1395001798430741,0.2578223333333334,5.0,922.0,184.4,0.8870139999999997,0,3,1,0.9709505944546688,0.9709505944546688,0
10.1.1.11,6.082869,0.8197530000000004,0.0,0.0,2.0,388.0,194.0,0.8197530000000004,0,2,1,0.0,0.0,0
10.1.1.21,6.086364,0.21908575000000008,0.0835587116295333,0.1283513333333334,5.0,1168.0,233.6,0.8763430000000003,0,3,1,1.370950594454669,1.370950594454669,0
10.1.1.15,6.094067,0.08000000000000007,0.09181762106044795,0.09605375000000027,6.0,1236.0,206.0,0.40000000000000036,1,1,0,1.459147917027245,1.459147917027245,0
10.1.1.7,6.096523,0.16399999999999987,3.554447978966673e-16,4.440892098500626e-16,6.0,1164.0,194.0,0.8199999999999994,0,6,1,0.0,0.0,0
10.1.1.14,6.11507,0.09460488888888888,0.05647998522277993,0.0880495,10.0,2832.0,283.2,0.8514439999999999,0,4,0,1.360964047443681,1.360964047443681,0
10.1.1.8,6.128522,0.3850119999999997,0.221012,0.442024,3.0,582.0,194.0,0.7700239999999994,0,3,1,0.0,0.0,0
10.1.1.6,6.218067,0.08168811111111118,0.05388754095633783,0.04799062499999995,10.0,1820.0,182.0,0.7351930000000007,0,5,0,1.0,1.0,0
10.1.1.27,6.239194,0.3699999999999992,0.0,0.0,2.0,364.0,182.0,0.3699999999999992,0,1,0,1.0,1.0,0
10.1.1.20,6.299192,0.16731400000000018,0.10279352699465083,0.10902900000000004,4.0,930.0,232.5,0.5019420000000006,0,3,1,0.8112781244591328,0.8112781244591328,0
10.1.1.2,6.3248489999999995,0.40282700000000027,0.0,0.0,2.0,340.0,170.0,0.40282700000000027,0,0,0,0.0,0.0,0
10.1.1.18,6.598223,0.0007210000000004158,0.0,0.0,2.0,338.0,169.0,0.0007210000000004158,0,1,1,1.0,1.0,0
10.1.1.29,6.679035,0.1177520000000003,0.0,0.0,2.0,364.0,182.0,0.1177520000000003,0,1,0,1.0,1.0,0
10.1.1.16,6.79894,0.010193000000000119,0.0,0.0,2.0,228.0,114.0,0.010193000000000119,1,1,1,0.0,0.0,0
10.1.1.27,7.010417,0.1631846666666664,0.17047617621304825,0.35705750000000025,4.0,702.0,175.5,0.48955399999999916,0,2,1,1.5,1.5,0
10.1.1.13,7.018079,0.21673966666666664,0.1460321638551664,0.1548905000000005,4.0,928.0,232.0,0.6502189999999999,0,4,1,0.0,0.0,0
10.1.1.8,7.062546,0.10250000000000004,0.06036779693677731,0.10030199999999974,9.0,1674.0,186.0,0.8200000000000003,0,6,1,0.9182958340544894,0.9182958340544894,0
10.1.1.29,7.080258,0.16048919999999994,0.06772342943295148,0.10804224999999956,6.0,1066.0,177.66666666666666,0.8024459999999998,0,3,1,1.459147917027245,1.459147917027245,0
10.1.1.7,7.080523,0.15307016666666673,0.02443985031607644,0.013115800000000632,7.0,1308.0,186.85714285714286,0.9184210000000004,0,6,1,0.5916727785823274,0.5916727785823274,0
10.1.1.23,7.098944,0.5482239999999994,0.0,0.0,2.0,338.0,169.0,0.5482239999999994,0,1,1,1.0,1.0,0
10.1.1.6,7.105542,0.11096887500000008,0.12419537746675377,0.1975167142857154,9.0,1624.0,180.44444444444446,0.8877510000000006,0,5,1,1.3516441151533924,1.3516441151533924,0
10.1.1.14,7.166514,0.19999999999999973,0.0001251579002702422,0.00017700000000075988,5.0,1440.0,288.0,0.7999999999999989,0,0,0,0.0,0.0,0
10.1.1.21,7.202707,0.34822,0.28470100000000054,0.5694020000000011,3.0,644.0,214.66666666666666,0.69644,0,1,0,1.584962500721156,1.584962500721156,0
10.1.1.25,7.298543,0.2006115000000004,0.19972650000000014,0.3994530000000003,3.0,484.0,161.33333333333334,0.4012230000000008,0,0,0,0.9182958340544894,0.9182958340544894,0
10.1.1.17,7.299175,0.010193000000000119,0.0,0.0,2.0,228.0,114.0,0.010193000000000119,1,1,1,0.0,0.0,0
10.1.1.30,7.320119,0.23972400000000027,0.16149899999999962,0.32299799999999923,3.0,532.0,177.33333333333334,0.47944800000000054,0,2,1,0.9182958340544894,0.9182958340544894,0
10.1.1.4,7.347873,0.20069900000000018,0.16280099999999997,0.32560199999999995,3.0,532.0,177.33333333333334,0.40139800000000037,0,2,1,0.9182958340544894,0.9182958340544894,0
10.1.1.15,7.354017,0.19999999999999987,4.1879352940185727e-16,4.440892098500626e-16,4.0,1248.0,312.0,0.5999999999999996,0,4,1,0.0,0.0,0
10.1.1.18,7.418223,0.1958574999999998,0.18567650000000047,0.37135300000000093,3.0,422.0,140.66666666666666,0.3917149999999996,1,2,1,0.0,0.0,0
10.1.1.28,7.599504,0.016639000000000514,0.0,0.0,2.0,338.0,169.0,0.016639000000000514,0,1,1,1.0,1.0,0
10.1.1.5,7.799911000000001,0.1905909999999995,0.0,0.0,2.0,338.0,169.0,0.1905909999999995,0,1,1,1.0,1.0,0
10.1.1.28,8.018815,0.4003035000000006,0.00010550000000097981,0.00021100000000195962,3.0,582.0,194.0,0.8006070000000012,0,3,1,0.0,0.0,0
10.1.1.8,8.046546000000001,0.1778112,0.17080225284977893,0.2288854999999992,6.0,1090.0,181.66666666666666,0.8890560000000001,0,4,1,1.2516291673878228,1.2516291673878228,0
10.1.1.7,8.064523000000001,0.111086625,0.04228522883625376,0.02898557142857047,9.0,1674.0,186.0,0.888693,0,6,1,0.9182958340544894,0.9182958340544894,0
10.1.1.20,8.114296000000001,0.17381899999999995,0.09553842854579485,0.07660199999999999,5.0,942.0,188.4,0.6952759999999998,1,1,0,0.9709505944546688,0.9709505944546688,0
10.1.1.14,8.166514000000001,0.10727499999999986,0.07558557801371028,0.037961200000000514,7.0,1524.0,217.71428571428572,0.6436499999999992,1,1,0,1.3787834934861756,1.3787834934861756,0
10.1.1.10,8.186853000000001,0.804238999999999,0.0,0.0,2.0,364.0,182.0,0.804238999999999,0,1,0,1.0,1.0,0
10.1.1.6,8.188965000000001,0.1997074999999997,0.06184720421126569,0.09522000000000001,5.0,970.0,194.0,0.7988299999999988,0,5,1,0.0,0.0,0
10.1.1.5,8.190854000000002,0.4012229999999999,0.0,0.0,3.0,510.0,170.0,0.8024459999999998,0,0,0,0.0,0.0,0
10.1.1.22,8.231049,0.1492780000000007,0.0,0.0,2.0,364.0,182.0,0.1492780000000007,0,1,0,1.0,1.0,0
10.1.1.13,8.287927000000002,0.1599999999999997,0.12816808343538588,0.1834816666666672,5.0,1048.0,209.6,0.6399999999999988,0,3,1,1.370950594454669,1.370950594454669,0
10.1.1.19,8.298940000000002,0.24723699999999926,0.23704400000000003,0.47408800000000006,3.0,422.0,140.66666666666666,0.4944739999999985,1,2,1,0.0,0.0,0
10.1.1.31,8.530929,0.4012229999999999,0.0,0.0,2.0,340.0,170.0,0.4012229999999999,0,0,0,0.0,0.0,0
10.1.1.4,8.559088000000001,0.42065900000000056,0.0,0.0,2.0,364.0,182.0,0.42065900000000056,0,1,0,1.0,1.0,0
10.1.1.2,8.644537000000001,0.08430849999999968,0.07275149999999986,0.14550299999999972,3.0,398.0,132.66666666666666,0.16861699999999935,1,1,1,0.9182958340544894,0.9182958340544894,0
10.1.1.10,9.007316000000001,0.8033889999999992,0.0,0.0,2.0,364.0,182.0,0.8033889999999992,0,1,0,1.0,1.0,0
10.1.1.20,9.015107,0.16000000000000014,0.08388440983877796,0.173791500000001,4.0,858.0,214.5,0.4800000000000004,0,0,0,0.8112781244591328,0.8112781244591328,0
10.1.1.3,9.020152000000001,0.2666526666666667,0.11318761569869518,0.13818899999999967,4.0,728.0,182.0,0.7999580000000002,0,2,0,1.0,1.0,0
10.1.1.7,9.048523000000001,0.13666666666666671,0.03942732668115145,0.019089800000000778,7.0,1334.0,190.57142857142858,0.8200000000000003,0,6,1,0.5916727785823274,0.5916727785823274,0
10.1.1.2,9.050139000000001,0.47459000000000007,0.0770350000000013,0.1540700000000026,3.0,484.0,161.33333333333334,0.9491800000000001,0,0,0,0.9182958340544894,0.9182958340544894,0
10.1.1.8,9.050262,0.12419142857142873,0.05018609630695131,0.04085933333333328,8.0,1504.0,188.0,0.8693400000000011,0,6,1,0.8112781244591328,0.8112781244591328,0
10.1.1.21,9.060327000000001,0.08465424999999982,0.09562492689506974,0.10888966666666573,5.0,896.0,179.2,0.3386169999999993,1,3,1,0.7219280948873623,0.7219280948873623,0
10.1.1.4,9.150319000000001,0.21090999999999957,0.16272631827908693,0.19881800000000016,4.0,728.0,182.0,0.6327299999999987,0,2,0,1.0,1.0,0
10.1.1.6,9.151795000000002,0.3561404999999995,0.22062250000000017,0.44124500000000033,3.0,558.0,186.0,0.712280999999999,0,2,1,0.9182958340544894,0.9182958340544894,0
10.1.1.30,9.200765,0.4012229999999999,0.0,0.0,2.0,340.0,170.0,0.4012229999999999,0,0,0,0.0,0.0,0
10.1.1.15,9.284189000000001,0.14882725000000008,0.11941473955373949,0.16229899999999967,5.0,1488.0,297.6,0.5953090000000003,0,2,0,0.9709505944546688,0.9709505944546688,0
10.1.1.27,9.357578,0.3208025000000001,0.08042049999999978,0.16084099999999957,3.0,532.0,177.33333333333334,0.6416050000000002,0,2,1,0.9182958340544894,0.9182958340544894,0
10.1.1.9,9.389795000000001,0.16122999999999976,0.0,0.0,2.0,364.0,182.0,0.16122999999999976,0,1,0,1.0,1.0,0
10.1.1.24,9.418494,0.1197705,0.05092512572640362,0.08315500000000024,5.0,872.0,174.4,0.479082,0,2,0,1.5219280948873626,1.5219280948873626,0
10.1.1.22,9.499147,0.37592800000000004,0.0,0.0,2.0,338.0,169.0,0.37592800000000004,0,1,1,1.0,1.0,0
10.1.1.23,9.598944000000001,0.07295500000000033,0.0,0.0,2.0,314.0,157.0,0.07295500000000033,0,0,0,1.0,1.0,0
10.1.1.14,9.722567000000002,0.1999999999999993,0.0,0.0,2.0,624.0,312.0,0.1999999999999993,0,2,1,0.0,0.0,0
10.1.1.26,10.002825000000001,0.4012229999999999,0.0,0.0,2.0,340.0,170.0,0.4012229999999999,0,0,0,0.0,0.0,0
10.1.1.30,10.003212000000001,0.16492439999999994,0.14666597480888252,0.2470802499999989,6.0,1042.0,173.66666666666666,0.8246219999999997,0,2,0,1.459147917027245,1.459147917027245,0
10.1.1.12,10.012056000000001,0.2467220000000001,0.12692121907703147,0.09770399999999964,5.0,1072.0,214.4,0.9868880000000004,0,4,1,0.7219280948873623,0.7219280948873623,0
10.1.1.15,10.028096000000001,0.11428571428571413,0.056998774667817415,0.08956366666666622,8.0,2424.0,303.0,0.7999999999999989,0,5,1,0.954434002924965,0.954434002924965,0
10.1.1.6,10.028345000000002,0.12778785714285693,0.04670651222085353,0.055247833333334086,8.0,1358.0,169.75,0.8945149999999984,0,1,0,1.061278124459133,1.061278124459133,0
10.1.1.7,10.032523000000001,0.13666666666666671,0.050550291485037716,0.05536840000000076,7.0,1308.0,186.85714285714286,0.8200000000000003,0,6,1,0.5916727785823274,0.5916727785823274,0
10.1.1.31,10.050730000000001,0.16883424999999974,0.10570459939230384,0.14772499999999886,5.0,872.0,174.4,0.675336999999999,0,2,0,1.5219280948873626,1.5219280948873626,0
10.1.1.21,10.083884000000001,0.2717816666666663,0.21416750844192575,0.4151150000000001,4.0,930.0,232.5,0.8153449999999989,0,3,1,0.8112781244591328,0.8112781244591328,0
10.1.1.28,10.099084000000001,0.3472244999999994,0.06426249999999989,0.12852499999999978,3.0,532.0,177.33333333333334,0.6944489999999988,0,2,1,0.9182958340544894,0.9182958340544894,0
10.1.1.3,10.099238000000001,0.26163699999999945,0.1395059999999999,0.2790119999999998,3.0,484.0,161.33333333333334,0.5232739999999989,0,0,0,0.9182958340544894,0.9182958340544894,0
10.1.1.14,10.122567,0.11749214285714286,0.08274924660240306,0.1329991666666667,8.0,2424.0,303.0,0.8224450000000001,0,5,1,0.954434002924965,0.954434002924965,0
10.1.1.4,10.189796000000001,0.009468999999999284,0.0,0.0,2.0,314.0,157.0,0.009468999999999284,0,0,0,1.0,1.0,0
10.1.1.24,10.220941000000002,0.0778579999999991,0.0,0.0,2.0,364.0,182.0,0.0778579999999991,0,1,0,1.0,1.0,0
10.1.1.22,10.276299000000002,0.4012229999999999,0.0,0.0,2.0,388.0,194.0,0.4012229999999999,0,2,1,0.0,0.0,0
10.1.1.8,10.288835,0.18551166666666674,0.13286053041776102,0.15434649999999994,4.0,678.0,169.5,0.5565350000000002,0,1,0,1.5,1.5,0
10.1.1.13,10.591547,0.3200000000000003,0.0,0.0,2.0,416.0,208.0,0.3200000000000003,0,0,0,0.0,0.0,0
10.1.1.20,10.753677000000001,0.08000000000000007,0.02765732029680452,0.03386100000000081,4.0,906.0,226.5,0.2400000000000002,0,2,1,1.5,1.5,0
10.1.1.6,11.012076,0.14057142857142857,0.037227771384342974,0.014819166666667272,8.0,1384.0,173.0,0.984,0,1,0,0.5435644431995964,0.5435644431995964,0
10.1.1.3,11.023447,0.20061149999999994,0.006130500000000261,0.012261000000000521,5.0,898.0,179.6,0.8024459999999998,0,2,0,0.9709505944546688,0.9709505944546688,0
